scale,alpha_S_T,alpha_T_S,gamma_S_T,gamma_T_S,alpha_gamma_combined_S_T,alpha_gamma_combined_T_S,loss_f_S,loss_f_T,gradient_loss
0.0,0.2928753197193146,0.29469063878059387,0.9313889145851135,0.9258601665496826,0.2845591902732849,0.28448083996772766,0.1505915983350728,0.06641585967712088,0.8733893657305547
0.1,0.292170912027359,0.29676732420921326,0.9287424683570862,0.91750568151474,0.2832426130771637,0.2837447226047516,0.1565099520737221,0.06641585967712088,0.8744253907500683
0.2,0.28443223237991333,0.30385512113571167,0.8810867071151733,0.8583475351333618,0.26488274335861206,0.27151837944984436,0.19304615236746858,0.06641585967712088,0.8773779082678124
0.30000000000000004,0.26021504402160645,0.3038121461868286,0.7340155839920044,0.751563310623169,0.21116867661476135,0.23754927515983582,0.2524020904088699,0.06641585967712088,0.8816896201726289
0.4,0.22729745507240295,0.2957928776741028,0.5686074495315552,0.624799907207489,0.1506005823612213,0.19281795620918274,0.2941464594532119,0.06641585967712088,0.887684338929107
0.5,0.1983432173728943,0.292586088180542,0.42026373744010925,0.4929465055465698,0.10343411564826965,0.15177394449710846,0.30756894899012904,0.06641585967712088,0.8941468488480212
0.6000000000000001,0.1719377636909485,0.2895909547805786,0.29343774914741516,0.3765263557434082,0.06647789478302002,0.11584848165512085,0.3084969549840273,0.06641585967712088,0.9000512458340851
0.7000000000000001,0.14988836646080017,0.2827865183353424,0.1894209384918213,0.27865737676620483,0.04000439867377281,0.08448752015829086,0.30628123756613396,0.06641585967712088,0.9049182667169372
0.8,0.13402067124843597,0.27394744753837585,0.13092264533042908,0.20482201874256134,0.02303018420934677,0.06041491776704788,0.3066452171807939,0.06641585967712088,0.9077990244732762
0.9,0.1255914568901062,0.26414021849632263,0.09813379496335983,0.1545373946428299,0.015231199562549591,0.04442019760608673,0.31498117121931973,0.06641585967712088,0.9093226590942947
